Facility Name,CMS Certification Number (CCN),Alternate CCN 1,Address 1,Address 2,City,State,Zip Code,Network,VAT Catheter Measure Score,VAT Catheter Achievement Measure Rate/Ratio,Number of Patients Included in VAT Catheter Measure Score Achievement Period,VAT Catheter Achievement Period Numerator,VAT Catheter Achievement Period Denominator,VAT Catheter Improvement Measure Rate/Ratio,VAT Catheter Improvement Period Numerator,VAT Catheter Improvement Period Denominator,VAT Catheter Measure Score Applied,National Avg VAT Catheter Measure Score,VAT Fistula Measure Score,VAT Fistula Achievement Measure Rate/Ratio,Number of Patients Included in VAT Fistula Measure Score Achievement Period,VAT Fistula Achievement Period Numerator,VAT Fistula Achievement Period Denominator,VAT Fistula Improvement Measure Rate/Ratio,VAT Fistula Improvement Period Numerator,VAT Fistula Improvement Period Denominator,VAT Fistula Measure Score Applied,National Avg Fistula Measure Score,Vascular Access Combined Measure Score,National Avg Vascular Access Combined Measure Score,Kt/V Adult Hemodialysis Measure Score,Kt/V Adult Hemodialysis Achievement Measure Rate/Ratio,Number of Patients Included in Kt/V Adult Hemodialysis Measure Score Achievement Period,Kt/V Adult Hemodialysis Achievement Period Numerator,Kt/V Adult Hemodialysis Achievement Period Denominator,Kt/V Adult Hemodialysis Improvement Measure Rate/Ratio,Kt/V Adult Hemodialysis Improvement Period Numerator,Kt/V Adult Hemodialysis Improvement Period Denominator,Kt/V Adult Hemodialysis Measure Score Applied,National Avg Kt/V Adult Hemodialysis Measure Score,Kt/V Adult Peritoneal Dialysis Measure Score,Kt/V Adult Peritoneal Dialysis Achievement Measure Rate/Ratio,Number of Patients Included in Kt/V Adult Peritoneal Dialysis Measure Score Achievement Period,Kt/V Adult Peritoneal Dialysis Achievement Period Numerator,Kt/V Adult Peritoneal Dialysis Achievement Period Denominator,Kt/V Adult Peritoneal Dialysis Improvement Measure Rate/Ratio,Kt/V Adult Peritoneal Dialysis Improvement Period Numerator,Kt/V Adult Peritoneal Dialysis Improvement Period Denominator,Kt/V Adult Peritoneal Dialysis Measure Score Applied,National Avg Kt/V Adult Peritoneal Dialysis Measure Score,Kt/V Pediatric Hemodialysis Measure Score,Kt/V Pediatric Hemodialysis Achievement Measure Rate/Ratio,Number of Patients Included in Kt/V Pediatric Hemodialysis Measure Score Achievement Period,Kt/V Pediatric Hemodialysis Achievement Period Numerator,Kt/V Pediatric Hemodialysis Achievement Period Denominator,Kt/V Pediatric Hemodialysis Improvement Measure Rate/Ratio,Kt/V Pediatric Hemodialysis Improvement Period Numerator,Kt/V Pediatric Hemodialysis Improvement Period Denominator,Kt/V Pediatric Hemodialysis Measure Score Applied,National Avg Kt/V Pediatric Hemodialysis Measure Score,Kt/V Pediatric Peritoneal Dialysis Measure Score,Kt/V Pediatric Peritoneal Dialysis Achievement Measure Rate/Ratio,Number of Patients Included in Kt/V Pediatric Peritoneal Dialysis Measure Score Achievement Period,Kt/V Pediatric Peritoneal Dialysis Achievement Period Numerator,Kt/V Pediatric Peritoneal Dialysis Achievement Period Denominator,Kt/V Pediatric Peritoneal Dialysis Improvement Measure Rate/Ratio,Kt/V Pediatric Peritoneal Dialysis Improvement Period Numerator,Kt/V Pediatric Peritoneal Dialysis Improvement Period Denominator,Kt/V Pediatric Peritoneal Dialysis Measure Score Applied,National Avg Kt/V Pediatric Peritoneal Dialysis Measure Score,Kt/V Dialysis Adequacy Combined Measure Score,National Avg Kt/V Dialysis Adequacy Combined Measure Score,Hypercalcemia Measure Score,Hypercalcemia Achievement Measure Rate/Ratio,Number of Patients Included in Hypercalcemia Measure Score Achievement Period,Hypercalcemia Achievement Period Numerator,Hypercalcemia Achievement Period Denominator,Hypercalcemia Improvement Measure Rate/Ratio,Hypercalcemia Improvement Period Numerator,Hypercalcemia Improvement Period Denominator,Hypercalcemia Measure Score Applied,National Avg Hypercalcemia Measure Score,NHSN BSI Measure Score,NHSN BSI Achievement Measure Rate/Ratio,Number of Patients Eligible for NHSN BSI Measure Score Achievement Period,NHSN BSI Achievement Period Numerator,NHSN BSI Achievement Period Denominator,NHSN BSI Improvement Measure Rate/Ratio,NHSN BSI Improvement Period Numerator,NHSN BSI Improvement Period Denominator,NHSN BSI Measure Score Applied,National Avg NHSN BSI Measure Score,ICH CAHPS Measure Score,National Avg ICH CAHPS Measure Score,ICH CAHPS Count of Completed Surveys,ICH CAHPS Neph Comm and Caring Achievement Rate,ICH CAHPS Neph Comm and Caring Improvement Rate,ICH CAHPS Neph Comm and Caring Measure Score Applied,ICH CAHPS Quality of Dialysis Care and Ops Achievement Rate,ICH CAHPS Quality of Dialysis Care and Ops Improvement Rate,ICH CAHPS Quality of Dialysis Care and Ops Measure Score Applied,ICH CAHPS Providing Info to Patients Achievement Rate,ICH CAHPS Providing Info to Patients Improvement Rate,ICH CAHPS Providing Info to Patients Measure Score Applied,ICH CAHPS Overall Rating of Neph Achievement Rate,ICH CAHPS Overall Rating of Neph Improvement Rate,ICH CAHPS Overall Rating of Neph Measure Score Applied,ICH CAHPS Overall Rating of Dialysis Staff Achievement Rate,ICH CAHPS Overall Rating of Dialysis Staff Improvement Rate,ICH CAHPS Overall Rating of Dialysis Staff Measure Score Applied,ICH CAHPS Overall Rating of Dialysis Facility Achievement Rate,ICH CAHPS Overall Rating of Dialysis Facility Improvement Rate,ICH CAHPS Overall Rating of Dialysis Facility Measure Score Applied,Mineral Metabolism Measure Score,Number of Patients Included in Mineral Metabolism Measure Score Achievement Period,National Avg Mineral Metabolism Measure Score,Anemia Management Measure Score,Number of Patients Included in Anemia Management Measure Score Achievement Period,National Avg Anemia Management Measure Score,Clinical Depression Screening and Follow-up Measure Score,Number of Patients Included in Clinical Depression Screening and Follow-up Measure Score Achievement Period,National Avg Clinical Depression Screening and Follow-up Measure Score,NHSN Influenza Measure Score,National Avg NHSN Influenza Measure Score,Pain Assessment and Follow-up Measure Score,Number of Patients Included in Pain Assessment and Follow-up Measure Score Achievement Period,National Avg Pain Assessment and Follow-up Measure Score,SRR Measure Score,SRR Achievement Measure Rate/Ratio,SRR Index Discharges included in Achievement Period,SRR Achievement Period Numerator,SRR Achievement Period Denominator,SRR Improvement Measure Rate/Ratio,SRR Improvement Period Numerator,SRR Improvement Period Denominator,SRR Measure Score Applied,National Avg SRR Measure Score,STrR Measure Score,STrR Achievement Measure Rate/Ratio,STrR Patient-Years at Risk,STrR Achievement Period Numerator,STrR Achievement Period Denominator,STrR Improvement Measure Rate/Ratio,STrR Improvement Period Numerator,STrR Improvement Period Denominator,STrR Measure Score Applied,National Avg STrR Measure Score,Total Performance Score,PY2018 Payment Reduction Percentage,CMS Certification Date,"Ownership as of December 31, 2016",Date of Ownership Record Update
RAI OCEAN AVENUE,052728,-,1738 OCEAN AVENUE,-,SAN FRANCISCO,CA,94112,17,2,13.93%,83,101,725,12.04%,69,573,Achievement,5,6,69.82%,81,569,815,73.03%,444,608,Achievement,5,4,5,9,99.32%,81,725,730,98.53%,537,545,Achievement,7,8,94.57%,12,82,91,91.30%,84,92,Achievement,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,9,7,9,0.22%,232,5,2315,0.84%,17,2035,Achievement,8,6,0.635,214,7,11.022,0.358,N/A,N/A,Achievement,5,5,5,71,72.81%,77.97%,Achievement,58.74%,71.61%,Achievement,74.86%,77.30%,Achievement,69.34%,71.58%,Achievement,60.24%,65.80%,Achievement,64.94%,67.89%,Achievement,10,98,9,10,98,10,10,231,10,10,10,10,231,10,0,1.345,133,38,28.249,0.908,24,26.435,Achievement,5,9,0.518,69.42094456,14,27.041,1.292,30,23.224,Achievement,5,62,No Reduction,11/5/1992,FRESENIUS MEDICAL CARE,11/24/2005
OAKLAND DIALYSIS CENTER,052729,-,5354 CLAREMONT AVENUE,-,OAKLAND,CA,94618,17,5,10.13%,92,84,829,8.68%,76,876,Achievement,5,2,57.68%,91,526,912,60.32%,561,930,Achievement,5,4,5,7,97.83%,95,811,829,97.12%,810,834,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,7,8,0.48%,201,9,1891,1.25%,22,1764,Achievement,8,7,0.438,254,5,11.404,0.71,8,11.262,Achievement,5,4,5,87,62.81%,63.74%,Achievement,64.88%,64.57%,Achievement,73.51%,79.45%,Achievement,51.90%,61.57%,Achievement,65.65%,69.35%,Achievement,74.54%,77.55%,Achievement,10,101,9,10,101,10,10,200,10,10,10,10,198,10,5,0.909,123,29,31.887,1.077,36,33.442,Achievement,5,8,0.549,68.13141684,14,25.515,0.698,18,25.784,Achievement,5,62,No Reduction,4/23/1993,DAVITA,11/24/2005
DAVITA-MURRIETA,052730,-,"27602 CLINTON KEITH ROAD, BLDG F",-,MURRIETA,CA,92562,18,7,6.88%,75,36,523,5.82%,26,447,Achievement,5,6,68.44%,68,412,602,69.28%,354,511,Achievement,5,7,5,8,97.99%,82,537,548,98.14%,475,484,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,8,0.65%,172,9,1395,1.76%,23,1310,Achievement,8,6,0.61,245,6,9.83,0.487,4,8.221,Achievement,5,1,5,85,49.62%,54.67%,Achievement,52.67%,55.22%,Achievement,76.96%,78.03%,Achievement,32.24%,49.03%,Achievement,47.48%,55.60%,Achievement,62.82%,63.74%,Achievement,8,84,9,10,84,10,10,164,10,10,10,10,163,10,6,0.852,139,28,32.862,1.331,40,30.064,Achievement,5,0,1.69,52.39151266,34,20.119,1.087,20,18.404,Achievement,5,57,No Reduction,5/31/1993,DAVITA,5/28/1999
FMC-BALBOA MARINA BAY,052731,-,"630 BAY BLVD., SUITE 101",-,CHULA VISTA,CA,91910,18,8,4.58%,155,67,1464,2.80%,46,1643,Achievement,5,3,61.62%,144,949,1540,59.79%,1032,1726,Achievement,5,6,5,7,97.93%,154,1375,1404,97.12%,1519,1564,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,7,9,0.30%,236,7,2340,0.82%,19,2310,Achievement,8,7,0.434,277,5,11.51,0.782,9,11.504,Achievement,5,4,5,80,69.65%,68.84%,Achievement,59.34%,61.36%,Achievement,79.34%,80.84%,Achievement,60.29%,64.97%,Achievement,57.21%,59.35%,Achievement,64.16%,62.41%,Achievement,10,162,9,10,163,10,10,233,10,10,10,10,230,10,2,1.186,167,47,39.615,1.068,48,44.957,Achievement,5,8,0.554,111.4250513,25,45.116,0.369,19,51.533,Achievement,5,63,No Reduction,6/14/1993,FRESENIUS MEDICAL CARE,10/15/2009
DAVITA-ANAHEIM DIALYSIS,052734,-,1341 W. LA PALMA AVENUE,-,ANAHEIM,CA,92801,18,4,11.88%,76,77,648,6.99%,50,715,Achievement,5,9,78.07%,74,584,748,79.73%,598,750,Achievement,5,6,5,5,96.50%,79,635,658,95.57%,626,655,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,5,7,7,1.25%,199,24,1926,1.79%,34,1900,Achievement,8,3,1.365,250,13,9.523,0.623,6,9.625,Achievement,5,3,5,83,69.09%,61.85%,Achievement,50.06%,48.87%,Achievement,76.56%,70.94%,Achievement,58.04%,63.33%,Achievement,43.31%,44.96%,Achievement,55.84%,38.47%,Improvement,8,86,9,10,86,10,9,201,10,10,10,10,201,10,2,1.159,162,42,36.251,1.186,39,32.873,Achievement,5,1,1.355,68.1724846,36,26.567,1.397,38,27.204,Achievement,5,45,0.50%,9/27/1993,DAVITA,3/3/2017
DAVITA-TEMECULA DIALYSIS CENTER,052735,-,"40945 COUNTY CENTER DRIVE, SUITE G",-,TEMECULA,CA,92591,18,8,5.00%,61,28,560,6.57%,33,502,Achievement,5,7,71.80%,59,438,610,72.74%,403,554,Achievement,5,8,5,9,98.79%,73,571,578,99.42%,518,521,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,9,7,9,0.29%,146,4,1393,0.32%,4,1239,Achievement,8,4,1.03,190,8,7.764,0.57,4,7.018,Achievement,5,7,5,55,70.89%,70.00%,Achievement,70.14%,65.82%,Achievement,80.93%,81.38%,Achievement,63.34%,57.99%,Achievement,74.15%,72.93%,Achievement,75.66%,72.54%,Achievement,9,76,9,10,77,10,10,143,10,10,10,10,142,10,7,0.814,112,18,22.12,1.299,30,23.09,Achievement,5,3,1.207,51.94798084,24,19.881,1.253,24,19.153,Achievement,5,71,No Reduction,10/6/1993,DAVITA,5/19/1999
LOS BANOS DIALYSIS CENTER,052738,-,"60 G STREET, BUILDING D",-,LOS BANOS,CA,93635,17,6,7.84%,90,59,753,8.45%,67,793,Achievement,5,9,78.17%,84,648,829,74.79%,638,853,Achievement,5,7,5,8,98.64%,89,726,736,98.21%,769,783,Achievement,7,10,98.07%,11,82,84,No Rate,N/A,N/A,Achievement,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,8,0.54%,145,7,1298,2.03%,25,1229,Achievement,8,7,0.584,170,4,6.849,0.446,3,6.731,Achievement,5,7,5,54,72.30%,63.22%,Achievement,65.40%,60.34%,Achievement,81.70%,80.35%,Achievement,61.85%,66.27%,Achievement,74.28%,64.79%,Achievement,76.92%,68.67%,Achievement,10,101,9,10,103,10,10,140,10,10,10,10,140,10,6,0.89,76,19,21.336,0.978,25,25.568,Achievement,5,6,0.834,58.05338809,18,21.58,1.636,40,24.452,Achievement,5,74,No Reduction,7/2/1993,DAVITA,3/21/2012
DAVITA-CHINO DIALYSIS,052739,-,4445 RIVERSIDE DRIVE,-,CHINO,CA,91710,18,4,11.25%,51,45,400,10.42%,45,432,Achievement,5,6,68.48%,44,302,441,61.35%,281,458,Achievement,5,5,5,8,98.08%,53,408,416,94.23%,408,433,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,9,0.24%,136,3,1250,0.57%,8,1392,Achievement,8,1,1.77,181,14,7.91,1.079,9,8.34,Achievement,5,3,5,66,54.13%,45.18%,Improvement,59.40%,49.73%,Achievement,70.62%,70.27%,Achievement,49.04%,36.03%,Improvement,52.25%,44.78%,Achievement,56.36%,40.11%,Improvement,10,55,9,10,56,10,10,124,10,10,10,10,124,10,10,0.527,67,8,15.179,0.736,17,23.096,Achievement,5,4,1.035,38.99794661,15,14.498,0.919,15,16.315,Achievement,5,55,No Reduction,11/8/1993,DAVITA,8/19/2016
FMC-RAI-FLETCHER PARKWAY-EL CAJON,052740,-,858 FLETCHER PARKWAY,-,EL CAJON,CA,92020,18,5,9.16%,19,23,202,0.00%,0,225,Achievement,5,0,50.93%,18,78,205,52.07%,113,217,Achievement,5,3,5,7,97.97%,19,182,187,98.51%,199,202,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,7,10,0.00%,129,0,1278,0.55%,7,1278,Achievement,8,2,1.464,137,9,6.149,1.683,9,5.346,Achievement,5,9,5,72,78.16%,68.35%,Achievement,64.88%,66.85%,Achievement,83.82%,86.49%,Achievement,81.19%,69.21%,Achievement,74.26%,74.94%,Achievement,77.06%,75.29%,Achievement,10,19,9,10,19,10,10,125,10,10,10,10,125,10,7,0.776,98,19,24.49,1.023,19,18.572,Achievement,5,9,0.536,23.09650924,5,9.32,1.173,12,10.232,Achievement,5,64,No Reduction,10/1/1987,FRESENIUS MEDICAL CARE,2/9/2017
RAI E. 14TH,052742,-,198 EAST 14TH ST,-,SAN LEANDRO,CA,94577,17,10,0.96%,34,3,313,5.19%,18,347,Achievement,5,4,62.22%,30,196,315,64.52%,240,372,Achievement,5,7,5,5,96.43%,33,270,280,95.25%,301,316,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,5,7,10,0.00%,55,0,543,0.17%,1,579,Achievement,8,10,0,77,0,2.834,0,0,3.248,Achievement,5,No Score,5,<30,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,10,40,9,10,40,10,10,53,10,10,10,10,53,10,3,1.097,50,13,11.848,0.8,11,13.757,Achievement,5,10,0.344,22.7652293,3,8.725,0.436,5,11.464,Achievement,5,76,No Reduction,1/11/1994,RENAL ADVANTAGE,11/24/2005
DAVITA-MOUNTAIN VISTA DIALYSIS CENTER,052743,-,4041 UNIVERSITY PARKWAY,-,SAN BERNARDINO,CA,92407,18,1,15.67%,73,94,600,12.67%,66,521,Achievement,5,0,49.48%,70,335,677,60.35%,347,575,Achievement,5,1,5,10,99.69%,81,637,639,99.45%,543,546,Achievement,7,No Score,No Rate,<11,,,99.17%,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,10,7,8,0.77%,234,17,2210,1.47%,33,2243,Achievement,8,4,1.208,274,17,14.073,0.477,5,10.474,Achievement,5,6,5,67,68.03%,64.83%,Achievement,65.77%,62.48%,Achievement,78.12%,82.43%,Achievement,59.20%,68.29%,Achievement,69.42%,70.55%,Achievement,79.13%,72.28%,Achievement,10,88,9,10,91,10,10,232,10,10,10,10,231,10,7,0.787,164,27,34.296,0.675,14,20.741,Achievement,5,1,1.362,72.72279261,36,26.433,1.042,26,24.951,Achievement,5,58,No Reduction,1/1/1994,DAVITA,5/20/1999
DAVITA-SOUTH VALLEY DIALYSIS,052744,-,"17815 VENTURA BLVD., SUITE 100",-,ENCINO,CA,91316,18,2,14.69%,121,162,1103,11.82%,120,1015,Achievement,5,7,73.49%,113,865,1177,70.16%,764,1089,Achievement,5,4,5,8,98.61%,119,994,1008,98.47%,900,914,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,6,1.74%,175,28,1605,1.70%,24,1411,Achievement,8,3,1.37,191,15,10.946,0.448,5,11.167,Achievement,5,6,5,62,70.21%,70.72%,Achievement,61.94%,65.47%,Achievement,73.17%,75.64%,Achievement,67.86%,73.64%,Achievement,67.39%,79.51%,Achievement,71.56%,79.70%,Achievement,10,131,9,10,131,10,10,166,10,10,10,10,166,10,4,0.987,179,45,45.579,0.691,28,40.533,Achievement,5,0,1.483,66.23134839,37,24.956,1.384,33,23.837,Achievement,5,53,No Reduction,1/1/1994,DAVITA,8/22/2016
DAVITA-AIRPORT SUNRISE DIALYSIS CENTER,052746,-,11300 HAWTHORNE BLVD,-,INGLEWOOD,CA,90304,18,6,8.01%,204,154,1922,6.24%,124,1986,Achievement,5,1,54.83%,190,1101,2008,58.64%,1259,2147,Achievement,5,4,5,8,98.07%,202,1833,1869,97.16%,1918,1974,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,7,0.88%,354,31,3527,1.18%,41,3463,Achievement,8,3,1.367,414,25,18.283,0.95,18,18.95,Achievement,5,5,5,111,69.66%,68.47%,Achievement,62.06%,58.23%,Achievement,79.51%,69.34%,Improvement,63.37%,68.30%,Achievement,61.30%,64.21%,Achievement,68.64%,68.40%,Achievement,10,217,9,10,218,10,10,337,10,10,10,10,337,10,2,1.167,267,81,69.415,0.906,74,81.688,Achievement,5,6,0.88,141.467488,48,54.563,1.033,58,56.169,Achievement,5,54,No Reduction,1/1/1994,DAVITA,9/2/1999
U.S. RENAL CARE WEST COAST DIALYSIS,052747,-,"3780 KILROY AIRPORT WAY, SUITE 110",-,LONG BEACH,CA,90806,18,4,10.58%,104,106,1002,9.20%,91,989,Achievement,5,5,65.74%,96,683,1039,64.13%,674,1051,Achievement,5,4,5,8,98.46%,104,956,971,99.19%,982,990,Achievement,7,6,89.29%,20,161,186,88.42%,168,190,Achievement,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,6,1.44%,213,31,2152,1.56%,33,2121,Achievement,8,7,0.569,216,7,12.298,0.712,8,11.233,Achievement,5,7,5,83,73.99%,79.57%,Achievement,68.77%,66.54%,Achievement,79.41%,81.04%,Achievement,63.97%,83.09%,Achievement,69.11%,72.54%,Achievement,74.33%,75.02%,Achievement,10,122,9,10,122,10,10,208,10,10,10,9,207,10,4,0.989,182,44,44.476,0.971,43,44.294,Achievement,5,4,1.049,88.33675565,34,32.403,1.643,60,36.521,Achievement,5,64,No Reduction,5/1/1994,"US RENAL CARE, INC.",5/20/1999
SATELLITE DIALYSIS,052751,-,7800 ARROYO CIRCLE #B,-,GILROY,CA,95020,17,6,8.72%,97,80,917,9.06%,86,949,Achievement,5,9,77.09%,89,737,956,76.62%,767,1001,Achievement,5,7,5,8,98.70%,100,909,921,95.57%,906,948,Achievement,7,7,90.91%,25,164,181,90.79%,138,152,Achievement,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,5,1.85%,185,33,1779,0.94%,16,1705,Achievement,8,7,0.464,172,4,8.614,0.24,2,8.333,Achievement,5,5,5,93,67.07%,70.70%,Achievement,62.40%,63.99%,Achievement,81.63%,82.89%,Achievement,57.65%,74.15%,Achievement,60.51%,66.89%,Achievement,71.92%,77.10%,Achievement,10,125,9,10,125,10,10,180,10,10,10,10,180,10,8,0.723,106,17,23.504,0.899,25,27.798,Achievement,5,7,0.737,90.11635866,25,33.919,0.553,18,32.522,Achievement,5,71,No Reduction,8/17/1994,SATELLITE HEALTHCARE,3/28/2008
"RAI CERES AVENUE, CHICO",052752,-,3011 CERES AVENUE #125,-,CHICO,CA,95973,17,7,6.00%,95,51,850,8.75%,66,754,Achievement,5,9,79.35%,90,734,925,78.89%,628,796,Achievement,5,8,5,4,95.73%,95,763,797,96.05%,681,709,Achievement,7,No Score,No Rate,<11,,,94.83%,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,4,7,9,0.36%,117,4,1101,0.53%,5,938,Achievement,8,9,0.173,148,1,5.769,0.654,4,6.12,Achievement,5,8,5,52,82.57%,71.60%,Achievement,71.76%,76.23%,Achievement,81.11%,85.56%,Achievement,67.98%,83.21%,Achievement,71.33%,68.66%,Achievement,73.00%,76.74%,Achievement,8,116,9,10,117,10,10,116,10,10,10,10,115,10,3,1.108,121,37,33.384,1.312,38,28.968,Achievement,5,10,0.364,67.91512663,10,27.45,0.468,12,25.639,Achievement,5,74,No Reduction,8/26/1994,FRESENIUS MEDICAL CARE,10/6/2009
LODI DIALYSIS CENTER,052753,-,"1610 WEST KETTLEMAN LANE, SUITE D",-,LODI,CA,95242,17,5,8.96%,76,55,614,11.16%,56,502,Achievement,5,4,64.01%,72,441,689,54.53%,301,552,Achievement,5,5,5,6,96.84%,80,612,632,98.17%,483,492,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,6,7,6,1.61%,96,14,871,1.84%,12,652,Achievement,8,3,1.304,138,7,5.37,1.396,8,5.732,Achievement,5,7,5,30,62.01%,62.01%,Achievement,67.32%,58.51%,Achievement,86.14%,85.13%,Achievement,60.89%,64.12%,Achievement,78.53%,53.43%,Achievement,73.60%,61.03%,Achievement,8,84,9,10,84,10,10,96,10,10,10,10,94,10,3,1.093,95,25,22.865,0.841,17,20.208,Achievement,5,6,0.82,46.05065024,15,18.287,1.008,13,12.896,Achievement,5,56,No Reduction,10/26/1997,DAVITA,3/16/2006
FMC-EL MONTE,052755,-,11204 E. RUSH STREET,-,SOUTH EL MONTE,CA,91733,18,7,6.26%,46,27,431,12.90%,61,473,Achievement,5,9,78.09%,44,360,461,66.80%,330,494,Achievement,5,8,5,10,99.75%,48,407,408,79.52%,361,454,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,10,7,10,0.00%,74,0,726,0.15%,1,664,Achievement,8,8,0.229,106,1,4.363,1.647,7,4.251,Achievement,5,No Score,5,<30,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,No Rate,No Rate,N/A,10,52,9,10,52,10,10,73,10,10,10,10,72,10,4,1.04,44,12,11.54,1.358,23,16.933,Achievement,5,6,0.831,28.23819302,9,10.827,0.486,7,14.402,Achievement,5,81,No Reduction,2/17/1995,FRESENIUS MEDICAL CARE,9/13/2016
DAVITA-ENCINITAS DIALYSIS,052756,-,"332 SANTA FE DRIVE, SUITE 100",-,ENCINITAS,CA,92024,18,5,9.07%,44,36,397,7.34%,27,368,Achievement,5,6,69.83%,42,294,421,70.86%,304,429,Achievement,5,5,5,8,98.41%,48,371,377,98.92%,367,371,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,8,7,9,0.38%,89,3,781,1.31%,9,688,Achievement,8,7,0.456,201,2,4.389,0.476,2,4.199,Achievement,5,6,5,47,70.88%,72.13%,Achievement,58.43%,72.58%,Achievement,82.36%,86.59%,Achievement,75.52%,79.15%,Achievement,61.37%,92.68%,Achievement,73.23%,89.65%,Achievement,8,65,9,10,65,10,10,92,10,10,10,10,91,10,6,0.902,68,15,16.631,1.017,18,17.706,Achievement,5,4,1.065,30.6146475,13,12.201,0.804,9,11.191,Achievement,5,68,No Reduction,3/27/1995,DAVITA,8/19/2016
FMC DIABLO CENTRAL PITTSBURG,052757,-,2155 LOVERIDGE ROAD,-,PITTSBURG,CA,94565,17,2,15.03%,68,95,632,7.95%,45,566,Achievement,5,5,65.65%,67,451,687,74.30%,448,603,Achievement,5,3,5,7,97.36%,68,554,569,96.72%,501,518,Achievement,7,No Score,No Rate,<11,,,No Rate,,,N/A,8,No Score,No Rate,<11,,,No Rate,,,N/A,9,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,7,10,0.00%,98,0,929,0.46%,4,868,Achievement,8,8,0.31,110,2,6.444,0.183,1,5.458,Achievement,5,2,5,41,56.19%,61.50%,Achievement,55.48%,68.42%,Achievement,75.27%,80.64%,Achievement,56.53%,61.89%,Achievement,52.97%,57.01%,Achievement,63.46%,64.37%,Achievement,10,70,9,10,70,10,10,97,10,10,10,10,96,10,7,0.793,92,19,23.958,1.189,19,15.978,Achievement,5,10,0.415,44.82409309,8,19.299,0.545,10,18.35,Achievement,5,63,No Reduction,1/1/1995,FRESENIUS MEDICAL CARE,1/9/2008
